2453979.5  0.5195786943635703e+00  0.6997694979028765e+00 -0.2454767502387770e-01
2453999.5  0.2245625644295315e+00  0.9123899835681922e+00 -0.4291522844278367e-01
2454019.5 -0.1038896812788319e+00  0.9954374063631439e+00 -0.5522332607842954e-01
2454039.5 -0.4208308677598029e+00  0.9612097702618512e+00 -0.6104027696634309e-01
2454059.5 -0.6950515033623810e+00  0.8288338869230029e+00 -0.6062730808586348e-01
2454079.5 -0.9045579381238125e+00  0.6194399064708105e+00 -0.5457390884031336e-01
2454099.5 -0.1033145854158548e+01  0.3550494049282309e+00 -0.4365633878889697e-01
2454119.5 -0.1068439779566184e+01  0.5919920571318232e-01 -0.2882343080100140e-01
2454139.5 -0.1001345223147808e+01 -0.2414996301577137e+00 -0.1126599032831941e-01
2454159.5 -0.8272031362155772e+00 -0.5151915744528281e+00  0.7440391256802742e-02
2454179.5 -0.5496237154711017e+00 -0.7225508591892115e+00  0.2512501210104154e-01
2454199.5 -0.1886681939109421e+00 -0.8166185747573456e+00  0.3881624466499870e-01
2454219.5  0.2063832481774142e+00 -0.7508812831720589e+00  0.4486189314759939e-01
2454239.5  0.5495514408810914e+00 -0.5052338456723566e+00  0.4012456411961858e-01
2454259.5  0.7432126027943874e+00 -0.1221742670987448e+00  0.2450324079943754e-01
2454279.5  0.7384244769851078e+00  0.2965048174765939e+00  0.2211856933474746e-02
2454299.5  0.5616725025787749e+00  0.6504387540861229e+00 -0.2079349451090143e-01
2454319.5  0.2783526199719614e+00  0.8858214774493813e+00 -0.4008587312433806e-01
2454339.5 -0.4796978564318521e-01  0.9909368184806733e+00 -0.5351257903553476e-01
2454359.5 -0.3695296394633291e+00  0.9759136887954243e+00 -0.6045916276958007e-01
2454379.5 -0.6530523981692298e+00  0.8591813978269935e+00 -0.6110019466806765e-01
2454399.5 -0.8752225267255591e+00  0.6616676178459293e+00 -0.5598263571439024e-01
2454419.5 -0.1019005169065274e+01  0.4052241954029687e+00 -0.4585377913626009e-01
2454439.5 -0.1071435576361895e+01  0.1130279753662100e+00 -0.3162920346262480e-01
2454459.5 -0.1022817586148400e+01 -0.1889957183284259e+00 -0.1444885893008215e-01
2454479.5 -0.8675309273343118e+00 -0.4700880326694975e+00  0.4193055914997116e-02
2454499.5 -0.6072852949065400e+00 -0.6923573624743257e+00  0.2224772270277497e-01
2454519.5 -0.2584189683734818e+00 -0.8099589977486124e+00  0.3689167506601009e-01
2454539.5  0.1358818998895553e+00 -0.7750294693770737e+00  0.4454747382551283e-01
2454559.5  0.4955902602927849e+00 -0.5600712961310302e+00  0.4182962768655549e-01
2454579.5  0.7211951721769952e+00 -0.1949132410308507e+00  0.2792098663271454e-01
2454599.5  0.7512513161196975e+00  0.2256551192217041e+00  0.6364032353811697e-02
2454619.5  0.6004272828823711e+00  0.5962743494143867e+00 -0.1690426404583257e-01
2454639.5  0.3309016241752138e+00  0.8542174171758667e+00 -0.3706148944187110e-01
2454659.5  0.8255190067914212e-02  0.9818792922064321e+00 -0.5159481164383520e-01
2454679.5 -0.3168688203745479e+00  0.9868013399395018e+00 -0.5968390612350453e-01
2454699.5 -0.6089942388505444e+00  0.8865365226357553e+00 -0.6140432925155642e-01
2454719.5 -0.8433792077489763e+00  0.7017522736733174e+00 -0.5725525284992841e-01
2454739.5 -0.1002097694372297e+01  0.4541260044140531e+00 -0.4795355944238087e-01
2454759.5 -0.1071574131422665e+01  0.1664945928894524e+00 -0.3438238378532523e-01
2454779.5 -0.1041531230431746e+01 -0.1358691372913844e+00 -0.1763341282132713e-01
2454799.5 -0.9054704642971237e+00 -0.4232701857324701e+00  0.8762838268875600e-03
2454819.5 -0.6633881912027463e+00 -0.6592648975885861e+00  0.1921553614662369e-01
2454839.5 -0.3282121797360879e+00 -0.7993262861472565e+00  0.3471330506075469e-01
2454859.5  0.6273759082167563e-01 -0.7949238979229469e+00  0.4389881611376464e-01
2454879.5  0.4360385017933802e+00 -0.6122985536881029e+00  0.4321442427611735e-01
2454899.5  0.6922895596394197e+00 -0.2686712556998677e+00  0.3117834210274257e-01
2454919.5  0.7586122465288423e+00  0.1503209235154810e+00  0.1057326311677205e-01
2454939.5  0.6364381960657121e+00  0.5360357662649299e+00 -0.1280902096319461e-01
2454959.5  0.3831406919284236e+00  0.8165445027275327e+00 -0.3377476966409342e-01
2454979.5  0.6584537205869403e-01  0.9674922018647306e+00 -0.4941643539020177e-01
2454999.5 -0.2618033639673000e+00  0.9932919427286645e+00 -0.5867572023025162e-01
2455019.5 -0.5619034167138329e+00  0.9104039485729880e+00 -0.6151194928735756e-01
2455039.5 -0.8081126512193418e+00  0.7391872592040375e+00 -0.5836952057311140e-01
