
   t          f(t)        Pn(t)       Er(t)
4.209734     0.257159    0.339812   -0.321406
4.216017     0.257804    0.341264   -0.323732
4.222301     0.258465    0.342715   -0.325964
4.228584     0.259141    0.344166   -0.328102
4.234867     0.259833    0.345615   -0.330144
4.241150     0.260540    0.347064   -0.332091
4.247433     0.261264    0.348511   -0.333942
4.253716     0.262003    0.349957   -0.335697
4.260000     0.262758    0.351401   -0.337354
4.266283     0.263529    0.352844   -0.338915
4.272566     0.264317    0.354285   -0.340378
4.278849     0.265121    0.355724   -0.341743
4.285132     0.265941    0.357161   -0.343010
4.291416     0.266777    0.358597   -0.344179
4.297699     0.267631    0.360030   -0.345250
4.303982     0.268500    0.361461   -0.346222
4.310265     0.269387    0.362890   -0.347096
4.316548     0.270291    0.364317   -0.347871
4.322831     0.271212    0.365741   -0.348547
4.329115     0.272149    0.367163   -0.349125
4.335398     0.273104    0.368583   -0.349604
4.341681     0.274077    0.370000   -0.349986
4.347964     0.275067    0.371414   -0.350269
4.354247     0.276075    0.372826   -0.350454
4.360531     0.277100    0.374235   -0.350541
4.366814     0.278143    0.375641   -0.350531
4.373097     0.279205    0.377045   -0.350424
4.379380     0.280284    0.378446   -0.350221
4.385663     0.281382    0.379843   -0.349921
4.391947     0.282498    0.381238   -0.349525
4.398230     0.283633    0.382631   -0.349033
4.404513     0.284787    0.384020   -0.348447
4.410796     0.285959    0.385406   -0.347767
4.417079     0.287151    0.386790   -0.346992
4.423362     0.288361    0.388170   -0.346125
4.429646     0.289591    0.389548   -0.345165
4.435929     0.290841    0.390923   -0.344113
4.442212     0.292110    0.392295   -0.342970
4.448495     0.293399    0.393664   -0.341737
4.454778     0.294707    0.395030   -0.340414
4.461062     0.296036    0.396393   -0.339002
4.467345     0.297386    0.397754   -0.337502
4.473628     0.298755    0.399112   -0.335915
4.479911     0.300145    0.400467   -0.334242
4.486194     0.301557    0.401819   -0.332484
4.492477     0.302989    0.403169   -0.330641
4.498761     0.304442    0.404516   -0.328715
4.505044     0.305916    0.405861   -0.326706
4.511327     0.307412    0.407204   -0.324617
4.517610     0.308930    0.408544   -0.322446
4.523893     0.310470    0.409881   -0.320197
4.530177     0.312032    0.411217   -0.317869
4.536460     0.313616    0.412550   -0.315465
4.542743     0.315222    0.413882   -0.312984
4.549026     0.316851    0.415211   -0.310429
4.555309     0.318503    0.416538   -0.307800
4.561593     0.320178    0.417864   -0.305099
4.567876     0.321877    0.419189   -0.302327
4.574159     0.323599    0.420511   -0.299485
4.580442     0.325344    0.421833   -0.296574
4.586725     0.327114    0.423153   -0.293596
4.593008     0.328907    0.424472   -0.290551
4.599292     0.330725    0.425790   -0.287442
4.605575     0.332568    0.427107   -0.284270
4.611858     0.334435    0.428423   -0.281035
4.618141     0.336327    0.429739   -0.277740
4.624424     0.338245    0.431054   -0.274385
4.630708     0.340188    0.432370   -0.270972
4.636991     0.342157    0.433685   -0.267503
4.643274     0.344152    0.435000   -0.263978
4.649557     0.346173    0.436316   -0.260399
4.655840     0.348220    0.437632   -0.256768
4.662123     0.350294    0.438949   -0.253085
4.668407     0.352396    0.440267   -0.249353
4.674690     0.354524    0.441585   -0.245573
4.680973     0.356680    0.442905   -0.241746
4.687256     0.358863    0.444227   -0.237873
4.693539     0.361075    0.445550   -0.233956
4.699823     0.363314    0.446876   -0.229997
4.706106     0.365582    0.448203   -0.225997
4.712389     0.367879    0.449533   -0.221957
4.718672     0.370205    0.450866   -0.217879
4.724955     0.372561    0.452201   -0.213764
4.731239     0.374946    0.453540   -0.209614
4.737522     0.377361    0.454882   -0.205430
4.743805     0.379806    0.456228   -0.201214
4.750088     0.382281    0.457578   -0.196967
4.756371     0.384787    0.458932   -0.192690
4.762654     0.387324    0.460290   -0.188385
4.768938     0.389893    0.461654   -0.184053
4.775221     0.392493    0.463023   -0.179696
4.781504     0.395125    0.464397   -0.175315
4.787787     0.397790    0.465777   -0.170912
4.794070     0.400486    0.467162   -0.166488
4.800354     0.403216    0.468555   -0.162044
4.806637     0.405979    0.469954   -0.157582
4.812920     0.408775    0.471360   -0.153103
4.819203     0.411606    0.472774   -0.148609
4.825486     0.414470    0.474195   -0.144100
4.831770     0.417369    0.475625   -0.139579
4.838053     0.420302    0.477063   -0.135047
4.844336     0.423271    0.478509   -0.130504
4.850619     0.426275    0.479965   -0.125953
4.856902     0.429315    0.481431   -0.121395
4.863185     0.432391    0.482907   -0.116830
4.869469     0.435503    0.484393   -0.112261
4.875752     0.438652    0.485890   -0.107688
4.882035     0.441838    0.487398   -0.103113
4.888318     0.445062    0.488917   -0.098537
4.894601     0.448324    0.490449   -0.093962
4.900885     0.451624    0.491993   -0.089388
4.907168     0.454962    0.493550   -0.084816
4.913451     0.458340    0.495121   -0.080249
4.919734     0.461756    0.496705   -0.075687
4.926017     0.465212    0.498304   -0.071131
4.932300     0.468709    0.499917   -0.066583
4.938584     0.472246    0.501545   -0.062043
4.944867     0.475823    0.503189   -0.057513
4.951150     0.479442    0.504850   -0.052994
4.957433     0.483102    0.506526   -0.048487
4.963716     0.486804    0.508220   -0.043994
4.970000     0.490549    0.509932   -0.039514
4.976283     0.494336    0.511662   -0.035049
4.982566     0.498166    0.513410   -0.030601
4.988849     0.502040    0.515178   -0.026170
4.995132     0.505958    0.516966   -0.021757
5.001416     0.509919    0.518773   -0.017363
5.007699     0.513926    0.520602   -0.012990
5.013982     0.517978    0.522452   -0.008638
5.020265     0.522075    0.524324   -0.004307
5.026548     0.526218    0.526218   -0.000000
5.032831     0.530408    0.528136   0.004283
5.039115     0.534644    0.530077   0.008542
5.045398     0.538927    0.532042   0.012775
5.051681     0.543258    0.534033   0.016982
5.057964     0.547637    0.536048   0.021161
5.064247     0.552064    0.538090   0.025312
5.070531     0.556540    0.540159   0.029434
5.076814     0.561066    0.542255   0.033527
5.083097     0.565641    0.544379   0.037589
5.089380     0.570266    0.546531   0.041621
5.095663     0.574942    0.548713   0.045620
5.101946     0.579669    0.550925   0.049587
5.108230     0.584447    0.553168   0.053520
5.114513     0.589277    0.555441   0.057420
5.120796     0.594160    0.557747   0.061285
5.127079     0.599095    0.560085   0.065114
5.133362     0.604084    0.562457   0.068908
5.139646     0.609126    0.564863   0.072666
5.145929     0.614222    0.567304   0.076387
5.152212     0.619373    0.569780   0.080070
5.158495     0.624579    0.572292   0.083715
5.164778     0.629840    0.574842   0.087321
5.171062     0.635157    0.577429   0.090888
5.177345     0.640531    0.580055   0.094416
5.183628     0.645961    0.582719   0.097903
5.189911     0.651449    0.585424   0.101350
5.196194     0.656994    0.588170   0.104756
5.202477     0.662598    0.590957   0.108120
5.208761     0.668260    0.593787   0.111443
5.215044     0.673981    0.596660   0.114723
5.221327     0.679762    0.599577   0.117960
5.227610     0.685603    0.602539   0.121155
5.233893     0.691505    0.605546   0.124306
5.240177     0.697467    0.608600   0.127413
5.246460     0.703491    0.611702   0.130477
5.252743     0.709576    0.614851   0.133495
5.259026     0.715724    0.618050   0.136470
5.265309     0.721935    0.621298   0.139399
5.271592     0.728209    0.624598   0.142283
5.277876     0.734547    0.627949   0.145121
5.284159     0.740949    0.631353   0.147914
5.290442     0.747416    0.634810   0.150660
5.296725     0.753947    0.638321   0.153361
5.303008     0.760545    0.641888   0.156015
5.309292     0.767208    0.645512   0.158622
5.315575     0.773938    0.649192   0.161183
5.321858     0.780735    0.652931   0.163697
5.328141     0.787599    0.656729   0.166163
5.334424     0.794531    0.660587   0.168582
5.340708     0.801531    0.664506   0.170954
5.346991     0.808600    0.668487   0.173278
5.353274     0.815738    0.672531   0.175555
5.359557     0.822946    0.676639   0.177784
5.365840     0.830224    0.680813   0.179965
5.372123     0.837572    0.685052   0.182098
5.378407     0.844991    0.689359   0.184183
5.384690     0.852482    0.693733   0.186220
5.390973     0.860045    0.698177   0.188208
5.397256     0.867679    0.702691   0.190149
5.403539     0.875387    0.707277   0.192041
5.409823     0.883168    0.711935   0.193885
5.416106     0.891022    0.716666   0.195680
5.422389     0.898950    0.721472   0.197427
5.428672     0.906952    0.726354   0.199126
5.434955     0.915029    0.731313   0.200777
5.441238     0.923182    0.736349   0.202379
5.447522     0.931410    0.741465   0.203933
5.453805     0.939713    0.746660   0.205438
5.460088     0.948094    0.751937   0.206895
5.466371     0.956551    0.757297   0.208304
5.472654     0.965085    0.762740   0.209665
5.478938     0.973696    0.768268   0.210978
5.485221     0.982386    0.773883   0.212242
5.491504     0.991154    0.779584   0.213458
5.497787     1.000000    0.785374   0.214626
5.504070     1.008925    0.791253   0.215746
5.510354     1.017930    0.797224   0.216819
5.516637     1.027014    0.803286   0.217843
5.522920     1.036178    0.809442   0.218820
5.529203     1.045423    0.815693   0.219749
5.535486     1.054748    0.822039   0.220630
5.541769     1.064154    0.828483   0.221464
5.548053     1.073642    0.835025   0.222250
5.554336     1.083210    0.841667   0.222989
5.560619     1.092861    0.848409   0.223681
5.566902     1.102594    0.855255   0.224325
5.573185     1.112409    0.862204   0.224922
5.579469     1.122307    0.869257   0.225473
5.585752     1.132288    0.876418   0.225976
5.592035     1.142352    0.883686   0.226433
5.598318     1.152499    0.891063   0.226843
5.604601     1.162730    0.898550   0.227207
5.610884     1.173045    0.906150   0.227524
5.617168     1.183444    0.913862   0.227794
5.623451     1.193927    0.921690   0.228018
5.629734     1.204495    0.929633   0.228197
5.636017     1.215147    0.937694   0.228329
5.642300     1.225884    0.945874   0.228415
5.648584     1.236706    0.954174   0.228455
5.654867     1.247613    0.962596   0.228450
5.661150     1.258605    0.971141   0.228399
5.667433     1.269682    0.979811   0.228302
5.673716     1.280845    0.988607   0.228160
5.680000     1.292093    0.997531   0.227973
5.686283     1.303427    1.006584   0.227741
5.692566     1.314847    1.015768   0.227463
5.698849     1.326352    1.025084   0.227140
5.705132     1.337943    1.034535   0.226773
5.711415     1.349620    1.044120   0.226360
5.717699     1.361383    1.053843   0.225903
5.723982     1.373232    1.063704   0.225401
5.730265     1.385166    1.073705   0.224855
5.736548     1.397186    1.083847   0.224264
5.742831     1.409292    1.094134   0.223629
5.749115     1.421483    1.104565   0.222949
5.755398     1.433760    1.115142   0.222225
5.761681     1.446122    1.125868   0.221457
5.767964     1.458570    1.136743   0.220645
5.774247     1.471103    1.147770   0.219789
5.780530     1.483721    1.158951   0.218889
5.786814     1.496424    1.170286   0.217945
5.793097     1.509211    1.181777   0.216957
5.799380     1.522084    1.193427   0.215926
5.805663     1.535040    1.205237   0.214850
5.811946     1.548081    1.217208   0.213731
5.818230     1.561205    1.229343   0.212568
5.824513     1.574413    1.241643   0.211362
5.830796     1.587705    1.254109   0.210112
5.837079     1.601079    1.266745   0.208818
5.843362     1.614536    1.279551   0.207481
5.849646     1.628076    1.292529   0.206100
5.855929     1.641697    1.305681   0.204676
5.862212     1.655400    1.319009   0.203208
5.868495     1.669184    1.332514   0.201697
5.874778     1.683049    1.346200   0.200142
5.881061     1.696994    1.360066   0.198544
5.887345     1.711018    1.374116   0.196902
5.893628     1.725123    1.388351   0.195216
5.899911     1.739306    1.402772   0.193487
5.906194     1.753567    1.417383   0.191714
5.912477     1.767906    1.432184   0.189898
5.918761     1.782322    1.447178   0.188038
5.925044     1.796815    1.462367   0.186134
5.931327     1.811384    1.477752   0.184186
5.937610     1.826028    1.493336   0.182194
5.943893     1.840746    1.509120   0.180159
5.950176     1.855539    1.525106   0.178079
5.956460     1.870404    1.541297   0.175955
5.962743     1.885343    1.557695   0.173787
5.969026     1.900353    1.574301   0.171575
5.975309     1.915434    1.591117   0.169318
5.981592     1.930585    1.608145   0.167016
5.987876     1.945805    1.625389   0.164670
5.994159     1.961094    1.642849   0.162280
6.000442     1.976451    1.660527   0.159844
6.006725     1.991874    1.678426   0.157363
6.013008     2.007363    1.696548   0.154837
6.019292     2.022916    1.714895   0.152266
6.025575     2.038534    1.733469   0.149649
6.031858     2.054214    1.752272   0.146987
6.038141     2.069956    1.771307   0.144278
6.044424     2.085759    1.790575   0.141524
6.050707     2.101621    1.810078   0.138723
6.056991     2.117542    1.829819   0.135876
6.063274     2.133521    1.849801   0.132982
6.069557     2.149555    1.870024   0.130041
6.075840     2.165645    1.890492   0.127054
6.082123     2.181789    1.911207   0.124018
6.088407     2.197985    1.932170   0.120936
6.094690     2.214233    1.953385   0.117805
6.100973     2.230530    1.974853   0.114626
6.107256     2.246877    1.996577   0.111399
6.113539     2.263271    2.018558   0.108123
6.119822     2.279711    2.040800   0.104799
6.126106     2.296196    2.063305   0.101425
6.132389     2.312724    2.086074   0.098001
6.138672     2.329294    2.109111   0.094528
6.144955     2.345905    2.132417   0.091004
6.151238     2.362554    2.155995   0.087430
6.157522     2.379241    2.179848   0.083805
6.163805     2.395963    2.203977   0.080129
6.170088     2.412720    2.228385   0.076401
6.176371     2.429510    2.253075   0.072622
6.182654     2.446331    2.278049   0.068790
6.188938     2.463181    2.303309   0.064905
6.195221     2.480059    2.328858   0.060967
6.201504     2.496963    2.354699   0.056975
6.207787     2.513892    2.380833   0.052929
6.214070     2.530843    2.407264   0.048829
6.220353     2.547815    2.433993   0.044674
6.226637     2.564806    2.461024   0.040464
6.232920     2.581815    2.488358   0.036198
6.239203     2.598839    2.515999   0.031876
6.245486     2.615877    2.543949   0.027497
6.251769     2.632926    2.572211   0.023060
6.258053     2.649985    2.600786   0.018566
6.264336     2.667052    2.629679   0.014013
6.270619     2.684126    2.658890   0.009402
6.276902     2.701203    2.688424   0.004731
6.283185     2.718282    2.718282   -0.000000
